username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
PjusAjax;2017-09-23 17:32;0;0;"@mikeparry8 Did Everton improve after Klaassen went off? Koeman is wrecking this guy! #everton #toffees #EVEBOU";;@mikeparry8;#everton #toffees #EVEBOU;"911644571519651840";https://twitter.com/PjusAjax/status/911644571519651840
marcseritella;2017-09-23 17:27;0;8;"My first game at Goodison was filled with all the drama I could ask for, and in the end we got three points. What a great day #EVEBOU #COYB";;;#EVEBOU #COYB;"911643237152108544";https://twitter.com/marcseritella/status/911643237152108544
Laudale_AL;2017-09-23 17:26;0;0;"#Koeman after #Niasse 's brace... #EFC #EVEBOU pic.twitter.com/EOhksTZvay";;;#Koeman #Niasse #EFC #EVEBOU;"911642943081107456";https://twitter.com/Laudale_AL/status/911642943081107456
EFCFrance;2017-09-23 17:22;8;13;"Un dernier pour la route... #EVEBOU pic.twitter.com/1rspLnwVsh";;;#EVEBOU;"911641930769076224";https://twitter.com/EFCFrance/status/911641930769076224
PLIndonesian;2017-09-23 17:21;0;2;"FT: Everton 2-1 Bournemouth. Everton menang tipis atas tamunnya Bournemouth #EVEBOU pic.twitter.com/0vxNWtkTCQ";;;#EVEBOU;"911641561653428224";https://twitter.com/PLIndonesian/status/911641561653428224
legardj;2017-09-23 17:17;1;0;"#EVEBOU Interviews with Koeman, Niasse and Eddie Howe on @BBCMOTD tonight 10:25";;@BBCMOTD;#EVEBOU;"911640629347803136";https://twitter.com/legardj/status/911640629347803136
elliefarwell28;2017-09-23 17:16;1;5;"...However I did manage to get a quick photo with @MarcPugh7 in the tunnel, cheers pughieee #afcb #EVEBOU #Bournemouth pic.twitter.com/8WLEJj37A6";;@MarcPugh7;#afcb #EVEBOU #Bournemouth;"911640325927600128";https://twitter.com/elliefarwell28/status/911640325927600128
stazzaleewalker;2017-09-23 17:13;0;0;"Niasse! You fucking beauty! #EVEBOU #EFCmatchday #EFC #COYB";;;#EVEBOU #EFCmatchday #EFC #COYB;"911639770643693573";https://twitter.com/stazzaleewalker/status/911639770643693573
PakPassionSport;2017-09-23 17:12;0;1;"Oumar Niasse's late double led Everton to a 2-1 victory after going 1-0 down against Bournemouth. #EVEBOU #PL";;;#EVEBOU #PL;"911639500341866496";https://twitter.com/PakPassionSport/status/911639500341866496
LanreEwuoso;2017-09-23 17:12;0;0;"@Everton , Thank Oumar Niasse for me🖒 #EVEBOU pic.twitter.com/SquHcwhtTG";;@Everton;#EVEBOU;"911639402820063234";https://twitter.com/LanreEwuoso/status/911639402820063234
EFCfanzone;2017-09-23 17:11;3;3;"Full #EVEBOU match report is LIVE Watch the goals & #Niasse Interview. RTs appreciated Report by @liamdano http:// efcfanzone.co.uk/?p=2230";;@liamdano;#EVEBOU #Niasse;"911639109415919616";https://twitter.com/EFCfanzone/status/911639109415919616
